project_id,department,region,contractor,budget_lakhs,planned_duration_days,actual_duration_days,progress_pct,complaint_count,team_size,previous_delays,material_issues,land_disputes,season_started,delay_score,delay_status,is_delayed
PRJ04483,Transport,Bengaluru Rural,Rajdhani Works,449.14,251,389,96,105,10,4,1,0,Spring,0.7708,SEVERELY_DELAYED,1
PRJ04484,Healthcare,Mangaluru,FastBuild Co,22.5,430,575,89,103,131,3,0,1,Winter,0.8087,SEVERELY_DELAYED,1
PRJ04485,Parks & Recreation,South Delhi,Horizon Projects,324.48,377,529,6,173,18,4,0,0,Summer,0.8476,SEVERELY_DELAYED,1
PRJ04486,Electricity,Lucknow,FastBuild Co,180.67,634,788,97,129,14,2,1,1,Monsoon,0.8584,SEVERELY_DELAYED,1
PRJ04487,Education,Tiruchirappalli,National Build Corp,387.53,159,214,33,54,111,0,1,0,Winter,0.3094,AT_RISK,0
PRJ04488,Parks & Recreation,North Delhi,GovTech Solutions,220.39,124,124,74,30,134,0,1,0,Summer,0.1395,ON_TRACK,0
PRJ04489,Electricity,Surat,Horizon Projects,305.15,272,351,17,23,120,3,1,0,Winter,0.4417,AT_RISK,0
PRJ04490,Water Supply,Ujjain,Rajdhani Works,219.72,410,566,2,177,15,2,0,1,Spring,0.8701,SEVERELY_DELAYED,1
PRJ04491,Parks & Recreation,Kanpur,Bharat Construction,166.54,486,586,45,165,38,1,1,0,Summer,0.5577,DELAYED,1
PRJ04492,Housing,Chennai North,Horizon Projects,18.37,232,327,74,15,59,3,1,1,Spring,0.533,DELAYED,1
PRJ04493,Housing,Howrah,Rajdhani Works,441.3,513,591,47,52,88,0,1,0,Winter,0.4387,AT_RISK,0
PRJ04494,Education,Agra,Rajdhani Works,101.37,169,169,63,0,137,0,0,0,Winter,0.0,ON_TRACK,0
PRJ04495,Public Safety,Bhavnagar,ABC Infra Pvt Ltd,104.14,582,682,11,0,34,0,0,0,Summer,0.56,DELAYED,1
PRJ04496,Roads & Highways,Vadodara,GovTech Solutions,128.91,129,309,98,103,7,4,0,1,Monsoon,1.0,SEVERELY_DELAYED,1
PRJ04497,Parks & Recreation,Surat,Horizon Projects,57.33,440,501,51,21,149,0,1,1,Winter,0.3436,AT_RISK,0
PRJ04498,Education,Tiruchirappalli,Prime Infra Group,140.71,634,814,36,190,107,5,0,1,Summer,1.0,SEVERELY_DELAYED,1
PRJ04499,Sanitation & Drainage,Nagpur,GovTech Solutions,345.06,484,663,16,110,31,0,1,1,Spring,0.9981,SEVERELY_DELAYED,1
PRJ04500,Roads & Highways,Bengaluru Urban,SmartCity Builders,372.96,214,387,66,166,82,3,1,1,Summer,0.9664,SEVERELY_DELAYED,1
PRJ04501,Transport,Nashik,National Build Corp,191.84,549,626,51,64,60,1,1,1,Winter,0.4329,AT_RISK,0
PRJ04502,Parks & Recreation,Mysuru,FastBuild Co,266.35,210,363,29,138,80,4,1,1,Summer,0.8553,SEVERELY_DELAYED,1
PRJ04503,Water Supply,Patna,Prime Infra Group,127.88,259,334,85,173,117,1,1,0,Winter,0.4191,AT_RISK,0
PRJ04504,Transport,Darbhanga,ABC Infra Pvt Ltd,219.46,258,434,99,188,124,4,1,1,Winter,0.9789,SEVERELY_DELAYED,1
PRJ04505,Electricity,Jabalpur,Bharat Construction,264.55,253,304,83,65,51,5,0,0,Summer,0.285,AT_RISK,0
PRJ04506,Sanitation & Drainage,Madurai,FastBuild Co,321.32,580,692,43,40,56,2,1,0,Monsoon,0.6266,DELAYED,1
PRJ04507,Parks & Recreation,Central Delhi,GovTech Solutions,377.87,466,624,62,103,6,4,1,0,Summer,0.8783,SEVERELY_DELAYED,1
PRJ04508,Water Supply,South Delhi,SmartCity Builders,436.92,547,688,79,114,133,5,0,1,Spring,0.7886,SEVERELY_DELAYED,1
PRJ04509,Sanitation & Drainage,Gwalior,Urban Dev Ltd,180.59,163,343,96,147,60,4,1,1,Spring,1.0,SEVERELY_DELAYED,1
PRJ04510,Roads & Highways,Lucknow,Prime Infra Group,313.19,48,119,88,59,145,3,0,0,Winter,0.3951,AT_RISK,0
PRJ04511,Education,Khammam,SmartCity Builders,261.83,293,377,37,155,140,3,0,0,Summer,0.4669,DELAYED,1
PRJ04512,Transport,Bhopal,SmartCity Builders,494.11,217,325,87,142,62,0,1,0,Winter,0.604,DELAYED,1
PRJ04513,Roads & Highways,Ahmedabad,ABC Infra Pvt Ltd,446.07,136,254,79,10,79,5,1,1,Spring,0.6588,DELAYED,1
PRJ04514,Roads & Highways,Central Delhi,Urban Dev Ltd,258.05,682,742,28,61,75,2,0,0,Summer,0.3345,AT_RISK,0
PRJ04515,Transport,Rajkot,GovTech Solutions,173.86,119,210,65,53,56,3,0,1,Winter,0.5075,DELAYED,1
PRJ04516,Public Safety,Jabalpur,Prime Infra Group,441.83,54,118,58,78,61,4,0,0,Monsoon,0.3561,AT_RISK,0
PRJ04517,Healthcare,Bikaner,Urban Dev Ltd,325.36,86,251,56,130,114,3,1,1,Summer,0.9208,SEVERELY_DELAYED,1
PRJ04518,Parks & Recreation,North Delhi,ABC Infra Pvt Ltd,95.46,356,459,61,163,103,5,0,0,Winter,0.5741,DELAYED,1
PRJ04519,Electricity,Darbhanga,Rajdhani Works,109.03,428,597,8,68,51,2,1,1,Monsoon,0.9444,SEVERELY_DELAYED,1
PRJ04520,Water Supply,Nizamabad,National Build Corp,367.42,183,265,78,80,116,3,0,1,Spring,0.4572,DELAYED,1
PRJ04521,Housing,Ujjain,GovTech Solutions,326.47,456,545,38,139,92,0,1,0,Winter,0.4959,DELAYED,1
PRJ04522,Public Safety,Varanasi,Urban Dev Ltd,237.3,91,199,97,99,22,2,1,0,Spring,0.6052,DELAYED,1
PRJ04523,Water Supply,Surat,Prime Infra Group,297.94,343,505,3,185,20,0,0,1,Summer,0.9047,SEVERELY_DELAYED,1
PRJ04524,Electricity,Varanasi,Horizon Projects,452.51,723,902,42,153,114,1,1,0,Monsoon,0.9953,SEVERELY_DELAYED,1
PRJ04525,Housing,Ahmedabad,Rajdhani Works,191.52,296,343,0,34,62,2,1,0,Spring,0.2626,AT_RISK,0
PRJ04526,Education,Nizamabad,National Build Corp,226.13,704,884,0,199,37,4,0,1,Monsoon,1.0,SEVERELY_DELAYED,1
PRJ04527,Parks & Recreation,Gaya,SmartCity Builders,90.83,258,335,85,96,127,2,1,0,Winter,0.4328,AT_RISK,0
PRJ04528,Public Safety,Karimnagar,Prime Infra Group,337.27,294,397,1,59,83,4,0,1,Winter,0.5735,DELAYED,1
PRJ04529,Parks & Recreation,Ajmer,Urban Dev Ltd,118.81,702,839,38,160,48,1,0,1,Winter,0.7663,SEVERELY_DELAYED,1
PRJ04530,Public Safety,East Delhi,Urban Dev Ltd,442.78,536,628,50,91,134,5,0,0,Winter,0.5114,DELAYED,1
PRJ04531,Water Supply,Jaipur,Rajdhani Works,386.37,651,831,21,114,20,2,0,1,Spring,1.0,SEVERELY_DELAYED,1
PRJ04532,Sanitation & Drainage,Rajkot,Rajdhani Works,425.72,391,555,98,176,137,1,1,1,Summer,0.9162,SEVERELY_DELAYED,1
PRJ04533,Healthcare,South Delhi,GovTech Solutions,449.35,275,383,70,81,84,2,0,1,Spring,0.6051,DELAYED,1
PRJ04534,Roads & Highways,Nashik,FastBuild Co,410.16,578,692,97,1,82,5,1,1,Winter,0.6385,DELAYED,1
PRJ04535,Transport,Bhopal,Horizon Projects,269.86,492,594,51,51,70,5,0,1,Summer,0.572,DELAYED,1
PRJ04536,Sanitation & Drainage,Tiruchirappalli,Rajdhani Works,52.25,389,494,57,140,121,1,1,0,Spring,0.5854,DELAYED,1
PRJ04537,Parks & Recreation,Kolkata South,National Build Corp,78.85,530,671,27,96,126,0,0,1,Spring,0.7852,SEVERELY_DELAYED,1
PRJ04538,Healthcare,Central Delhi,Prime Infra Group,349.5,250,417,9,145,35,3,1,1,Summer,0.9288,SEVERELY_DELAYED,1
PRJ04539,Water Supply,Howrah,GovTech Solutions,373.49,706,874,50,158,144,4,1,1,Winter,0.9347,SEVERELY_DELAYED,1
PRJ04540,Electricity,Bengaluru Rural,National Build Corp,90.49,505,671,72,161,51,1,1,1,Monsoon,0.9236,SEVERELY_DELAYED,1
PRJ04541,Electricity,Kanpur,Horizon Projects,220.26,496,671,13,100,118,0,1,1,Spring,0.9772,SEVERELY_DELAYED,1
PRJ04542,Public Safety,Ajmer,GovTech Solutions,228.32,409,451,88,44,54,2,0,0,Winter,0.2362,AT_RISK,0
PRJ04543,Roads & Highways,Patna,FastBuild Co,146.51,101,252,28,198,118,1,1,1,Monsoon,0.8425,SEVERELY_DELAYED,1
PRJ04544,Education,Nagpur,Prime Infra Group,416.24,128,219,8,88,85,4,0,0,Spring,0.5082,DELAYED,1
PRJ04545,Water Supply,Jaipur,National Build Corp,42.58,124,285,100,154,5,3,0,1,Winter,0.8959,SEVERELY_DELAYED,1
PRJ04546,Public Safety,Ahmedabad,SmartCity Builders,413.44,149,210,26,24,105,2,1,0,Monsoon,0.3409,AT_RISK,0
PRJ04547,Housing,Mysuru,Bharat Construction,444.91,195,307,44,82,7,1,1,0,Spring,0.623,DELAYED,1
PRJ04548,Healthcare,Prayagraj,GovTech Solutions,17.02,194,279,43,76,108,3,1,0,Summer,0.476,DELAYED,1
PRJ04549,Education,Kota,FastBuild Co,424.61,489,526,60,10,64,0,1,0,Winter,0.2087,AT_RISK,0
PRJ04550,Parks & Recreation,Howrah,Horizon Projects,185.16,230,288,23,10,22,2,0,1,Monsoon,0.3238,AT_RISK,0
PRJ04551,Education,Karimnagar,SmartCity Builders,392.91,512,689,78,130,136,5,0,1,Monsoon,0.9875,SEVERELY_DELAYED,1
PRJ04552,Housing,Howrah,Bharat Construction,316.54,337,401,85,79,84,4,0,0,Spring,0.3588,AT_RISK,0
PRJ04553,Electricity,Mysuru,GovTech Solutions,429.79,227,331,72,35,11,3,0,1,Spring,0.5811,DELAYED,1
PRJ04554,Sanitation & Drainage,Kota,Prime Infra Group,308.19,173,276,96,19,27,4,0,1,Monsoon,0.5724,DELAYED,1
PRJ04555,Public Safety,Chennai South,Bharat Construction,25.54,646,707,84,123,143,1,0,0,Winter,0.3444,AT_RISK,0
PRJ04556,Housing,Ahmedabad,GovTech Solutions,47.65,48,143,27,130,43,5,0,0,Summer,0.529,DELAYED,1
PRJ04557,Water Supply,Karimnagar,ABC Infra Pvt Ltd,311.03,335,460,62,109,25,3,0,1,Winter,0.6996,DELAYED,1
PRJ04558,Housing,East Delhi,Bharat Construction,155.52,61,164,0,83,74,3,0,0,Summer,0.5752,DELAYED,1
PRJ04559,Healthcare,Pune,Prime Infra Group,458.87,456,587,0,91,131,2,0,0,Monsoon,0.7324,SEVERELY_DELAYED,1
PRJ04560,Water Supply,Gwalior,National Build Corp,455.06,382,489,34,147,90,4,0,0,Summer,0.5959,DELAYED,1
PRJ04561,Public Safety,Bikaner,National Build Corp,421.3,666,724,84,12,22,1,1,1,Spring,0.3251,AT_RISK,0
PRJ04562,Water Supply,Surat,SmartCity Builders,477.15,612,792,16,4,99,4,1,0,Winter,1.0,SEVERELY_DELAYED,1
PRJ04563,Electricity,South Delhi,FastBuild Co,444.98,106,215,53,133,8,0,0,1,Summer,0.6073,DELAYED,1
PRJ04564,Healthcare,Gwalior,SmartCity Builders,312.22,328,433,26,155,81,2,0,1,Summer,0.5854,DELAYED,1
PRJ04565,Transport,Surat,Bharat Construction,29.88,627,698,52,8,34,2,0,1,Monsoon,0.3954,AT_RISK,0
PRJ04566,Healthcare,Gaya,ABC Infra Pvt Ltd,110.61,382,477,55,190,49,2,0,1,Winter,0.5301,DELAYED,1
PRJ04567,Transport,Surat,ABC Infra Pvt Ltd,206.19,594,707,89,84,87,2,0,1,Winter,0.6297,DELAYED,1
PRJ04568,Transport,Indore,Bharat Construction,358.89,62,199,42,195,120,5,1,0,Monsoon,0.764,SEVERELY_DELAYED,1
PRJ04569,Water Supply,Lucknow,FastBuild Co,185.12,610,790,12,160,5,1,0,1,Monsoon,1.0,SEVERELY_DELAYED,1
PRJ04570,Electricity,Surat,Rajdhani Works,312.42,724,868,46,39,23,4,1,1,Summer,0.801,SEVERELY_DELAYED,1
PRJ04571,Housing,Bhopal,ABC Infra Pvt Ltd,347.67,223,269,77,66,41,4,0,0,Winter,0.2583,AT_RISK,0
PRJ04572,Housing,Varanasi,Horizon Projects,163.62,582,698,81,83,128,4,0,0,Monsoon,0.6491,DELAYED,1
PRJ04573,Healthcare,Ahmedabad,ABC Infra Pvt Ltd,226.37,241,344,96,21,44,0,1,1,Monsoon,0.5766,DELAYED,1
PRJ04574,Transport,Kanpur,Prime Infra Group,103.02,93,139,58,64,138,3,0,0,Winter,0.2591,AT_RISK,0
PRJ04575,Education,South Delhi,FastBuild Co,345.84,150,150,35,3,86,0,0,0,Winter,0.0,ON_TRACK,0
PRJ04576,Healthcare,Bhopal,SmartCity Builders,247.39,64,169,0,9,75,4,1,1,Summer,0.5845,DELAYED,1
PRJ04577,Water Supply,Indore,GovTech Solutions,332.89,548,713,13,2,77,5,1,0,Monsoon,0.9176,SEVERELY_DELAYED,1
PRJ04578,Parks & Recreation,Hyderabad,Bharat Construction,73.48,399,399,55,20,74,2,0,0,Spring,0.1274,ON_TRACK,0
PRJ04579,Transport,Bhavnagar,Rajdhani Works,31.8,89,132,78,48,38,0,1,0,Summer,0.2404,AT_RISK,0
PRJ04580,Transport,Chennai South,National Build Corp,403.25,142,188,14,24,83,4,0,0,Spring,0.2582,AT_RISK,0
PRJ04581,Education,Jabalpur,ABC Infra Pvt Ltd,374.85,168,273,86,105,24,1,0,1,Spring,0.5847,DELAYED,1
PRJ04582,Electricity,Bhopal,FastBuild Co,258.37,682,759,7,0,24,0,0,0,Winter,0.4311,AT_RISK,0
PRJ04583,Healthcare,Prayagraj,ABC Infra Pvt Ltd,210.17,623,803,48,86,99,5,1,1,Summer,1.0,SEVERELY_DELAYED,1
PRJ04584,Healthcare,Bengaluru Rural,Bharat Construction,194.42,344,519,12,75,66,2,1,1,Monsoon,0.9749,SEVERELY_DELAYED,1
PRJ04585,Sanitation & Drainage,Bengaluru Rural,Horizon Projects,375.11,300,378,84,154,19,2,0,0,Summer,0.4368,AT_RISK,0
PRJ04586,Parks & Recreation,Indore,FastBuild Co,4.2,306,486,20,134,22,3,0,1,Winter,1.0,SEVERELY_DELAYED,1
PRJ04587,Sanitation & Drainage,Warangal,Rajdhani Works,89.97,56,221,89,128,130,1,1,1,Spring,0.9215,SEVERELY_DELAYED,1
PRJ04588,Water Supply,West Delhi,Urban Dev Ltd,458.22,388,538,94,117,135,5,0,1,Summer,0.8343,SEVERELY_DELAYED,1
PRJ04589,Parks & Recreation,Warangal,National Build Corp,296.68,406,556,21,159,113,2,0,1,Winter,0.8378,SEVERELY_DELAYED,1
PRJ04590,Sanitation & Drainage,Nagpur,National Build Corp,99.53,594,702,39,36,72,4,1,0,Spring,0.6044,DELAYED,1
PRJ04591,Transport,Bhavnagar,ABC Infra Pvt Ltd,11.74,188,273,79,19,122,1,1,1,Monsoon,0.477,DELAYED,1
PRJ04592,Water Supply,Kanpur,Bharat Construction,73.23,349,450,80,85,130,4,0,0,Winter,0.5637,DELAYED,1
PRJ04593,Water Supply,Madurai,Urban Dev Ltd,69.02,411,457,29,15,60,0,0,1,Spring,0.2582,AT_RISK,0
PRJ04594,Water Supply,Hubballi,ABC Infra Pvt Ltd,58.23,245,245,8,72,113,2,1,0,Summer,0.128,ON_TRACK,0
PRJ04595,Water Supply,Madurai,Bharat Construction,321.28,544,657,86,173,12,2,1,0,Spring,0.6294,DELAYED,1
PRJ04596,Sanitation & Drainage,Ahmedabad,Rajdhani Works,471.24,159,286,54,13,83,4,1,1,Summer,0.7111,SEVERELY_DELAYED,1
PRJ04597,Transport,Kanpur,Rajdhani Works,348.07,389,516,51,171,116,5,1,0,Spring,0.7106,SEVERELY_DELAYED,1
PRJ04598,Water Supply,Mangaluru,Urban Dev Ltd,427.1,474,583,100,74,102,3,0,1,Summer,0.6104,DELAYED,1
PRJ04599,Electricity,Mysuru,Bharat Construction,253.26,71,184,56,28,32,4,1,1,Spring,0.6295,DELAYED,1
PRJ04600,Parks & Recreation,West Delhi,Urban Dev Ltd,64.5,127,197,8,36,128,0,1,0,Monsoon,0.3917,AT_RISK,0
PRJ04601,Sanitation & Drainage,Prayagraj,Urban Dev Ltd,118.12,171,303,26,195,146,0,1,0,Monsoon,0.7349,SEVERELY_DELAYED,1
PRJ04602,Healthcare,Pune,SmartCity Builders,215.97,445,591,94,159,125,2,1,1,Summer,0.8156,SEVERELY_DELAYED,1
PRJ04603,Transport,Surat,ABC Infra Pvt Ltd,57.68,648,731,67,183,89,0,0,0,Spring,0.4645,DELAYED,1
PRJ04604,Parks & Recreation,Surat,Horizon Projects,64.63,626,806,7,50,131,0,1,1,Spring,1.0,SEVERELY_DELAYED,1
PRJ04605,Housing,Kolkata North,ABC Infra Pvt Ltd,201.47,163,341,26,103,50,5,1,1,Monsoon,0.9936,SEVERELY_DELAYED,1
PRJ04606,Housing,Bhavnagar,Prime Infra Group,370.51,241,345,57,17,76,3,1,1,Spring,0.5822,DELAYED,1
PRJ04607,Roads & Highways,Rajkot,ABC Infra Pvt Ltd,323.24,500,621,80,16,22,3,1,1,Winter,0.6758,DELAYED,1
PRJ04608,Education,West Delhi,ABC Infra Pvt Ltd,366.78,296,458,99,130,70,1,1,1,Monsoon,0.9042,SEVERELY_DELAYED,1
PRJ04609,Healthcare,Durgapur,FastBuild Co,203.3,468,648,6,73,84,4,1,1,Monsoon,1.0,SEVERELY_DELAYED,1
PRJ04610,Water Supply,Pune,Horizon Projects,203.86,568,748,21,189,130,5,1,0,Summer,1.0,SEVERELY_DELAYED,1
PRJ04611,Education,Muzaffarpur,Rajdhani Works,144.47,457,560,56,132,79,2,0,1,Spring,0.5747,DELAYED,1
PRJ04612,Healthcare,Prayagraj,Bharat Construction,320.47,562,742,13,81,111,3,1,1,Summer,1.0,SEVERELY_DELAYED,1
PRJ04613,Water Supply,Muzaffarpur,Bharat Construction,139.0,678,858,45,87,117,4,1,0,Winter,1.0,SEVERELY_DELAYED,1
PRJ04614,Public Safety,Bikaner,ABC Infra Pvt Ltd,446.77,687,788,7,79,100,2,0,0,Spring,0.5641,DELAYED,1
PRJ04615,Roads & Highways,Central Delhi,Rajdhani Works,52.39,298,370,13,38,125,1,1,0,Monsoon,0.4039,AT_RISK,0
PRJ04616,Water Supply,Lucknow,GovTech Solutions,191.26,160,160,33,13,98,2,1,0,Winter,0.1583,ON_TRACK,0
PRJ04617,Parks & Recreation,Darbhanga,National Build Corp,234.84,679,796,68,90,115,2,0,1,Spring,0.6502,DELAYED,1
PRJ04618,Education,Nashik,Prime Infra Group,219.16,188,236,64,190,39,1,0,0,Monsoon,0.2714,AT_RISK,0
PRJ04619,Sanitation & Drainage,West Delhi,Prime Infra Group,2.26,329,509,73,103,15,3,0,1,Summer,1.0,SEVERELY_DELAYED,1
PRJ04620,Parks & Recreation,Bengaluru Urban,ABC Infra Pvt Ltd,362.23,555,724,59,107,17,4,1,1,Summer,0.9426,SEVERELY_DELAYED,1
PRJ04621,Healthcare,Durgapur,GovTech Solutions,17.26,617,773,30,41,35,5,1,1,Winter,0.8682,SEVERELY_DELAYED,1
PRJ04622,Transport,Mysuru,GovTech Solutions,187.55,31,187,54,186,93,0,1,1,Summer,0.8708,SEVERELY_DELAYED,1
PRJ04623,Water Supply,Varanasi,Urban Dev Ltd,136.63,389,482,16,55,106,2,1,0,Winter,0.5179,DELAYED,1
PRJ04624,Water Supply,Gwalior,ABC Infra Pvt Ltd,397.48,723,903,21,8,142,4,1,1,Summer,1.0,SEVERELY_DELAYED,1
PRJ04625,Electricity,Gwalior,ABC Infra Pvt Ltd,29.71,451,559,18,62,52,0,1,0,Winter,0.6049,DELAYED,1
PRJ04626,Public Safety,Hyderabad,National Build Corp,236.65,213,381,73,104,12,2,1,1,Spring,0.9383,SEVERELY_DELAYED,1
PRJ04627,Healthcare,Mumbai Suburban,Prime Infra Group,135.61,212,257,22,8,131,0,1,0,Monsoon,0.2533,AT_RISK,0
PRJ04628,Water Supply,Patna,ABC Infra Pvt Ltd,228.98,199,285,18,143,124,2,1,0,Spring,0.4787,DELAYED,1
PRJ04629,Electricity,Surat,Prime Infra Group,270.6,437,617,4,21,129,3,1,1,Monsoon,1.0,SEVERELY_DELAYED,1
PRJ04630,Healthcare,Vadodara,Horizon Projects,59.48,95,95,26,8,94,1,0,0,Summer,0.0298,ON_TRACK,0
PRJ04631,Housing,Hubballi,Urban Dev Ltd,74.4,506,603,63,85,16,2,1,0,Monsoon,0.5419,DELAYED,1
PRJ04632,Electricity,Kanpur,Bharat Construction,132.34,593,773,87,156,107,4,1,1,Monsoon,1.0,SEVERELY_DELAYED,1
PRJ04633,Roads & Highways,Coimbatore,National Build Corp,209.35,435,574,92,190,98,2,1,0,Monsoon,0.777,SEVERELY_DELAYED,1
PRJ04634,Public Safety,Kota,Bharat Construction,329.52,614,718,60,14,38,0,1,1,Monsoon,0.5786,DELAYED,1
PRJ04635,Water Supply,Gwalior,SmartCity Builders,156.28,715,814,48,18,17,1,1,1,Summer,0.5525,DELAYED,1
PRJ04636,Education,Madurai,National Build Corp,378.91,301,366,25,125,124,0,0,1,Summer,0.366,AT_RISK,0
PRJ04637,Public Safety,East Delhi,Urban Dev Ltd,103.19,453,553,99,43,65,3,0,1,Summer,0.5566,DELAYED,1
PRJ04638,Electricity,Agra,Prime Infra Group,491.09,436,492,1,75,142,2,0,0,Winter,0.3146,AT_RISK,0
PRJ04639,Transport,Kota,ABC Infra Pvt Ltd,160.45,432,496,93,60,50,1,1,1,Spring,0.3588,AT_RISK,0
PRJ04640,Transport,Central Delhi,National Build Corp,407.21,550,589,43,29,51,2,0,1,Summer,0.2217,AT_RISK,0
PRJ04641,Sanitation & Drainage,Patna,FastBuild Co,203.01,328,508,17,195,42,1,0,1,Summer,1.0,SEVERELY_DELAYED,1
PRJ04642,Healthcare,Bhavnagar,Prime Infra Group,276.2,368,540,61,99,27,3,1,1,Summer,0.959,SEVERELY_DELAYED,1
PRJ04643,Public Safety,Bengaluru Urban,GovTech Solutions,431.48,402,530,66,133,65,3,1,0,Winter,0.7142,SEVERELY_DELAYED,1
PRJ04644,Public Safety,Kota,Horizon Projects,117.83,708,822,36,12,136,1,0,1,Monsoon,0.6372,DELAYED,1
PRJ04645,Housing,Mangaluru,SmartCity Builders,176.17,679,813,73,46,104,3,1,1,Summer,0.7446,SEVERELY_DELAYED,1
PRJ04646,Housing,South Delhi,Horizon Projects,240.92,408,491,53,85,66,0,0,0,Summer,0.4631,DELAYED,1
PRJ04647,Sanitation & Drainage,Gaya,GovTech Solutions,499.38,43,137,78,51,109,5,0,1,Spring,0.5225,DELAYED,1
PRJ04648,Public Safety,North Delhi,FastBuild Co,280.38,270,354,28,115,27,2,0,0,Monsoon,0.4676,DELAYED,1
PRJ04649,Healthcare,Gaya,Rajdhani Works,225.06,210,288,63,145,63,4,0,0,Winter,0.4368,AT_RISK,0
PRJ04650,Electricity,Indore,Horizon Projects,437.08,365,365,33,40,132,3,0,0,Winter,0.1839,ON_TRACK,0
PRJ04651,Healthcare,Kolkata North,FastBuild Co,71.08,346,521,3,173,125,1,0,1,Monsoon,0.9726,SEVERELY_DELAYED,1
PRJ04652,Transport,Vadodara,National Build Corp,460.12,710,757,64,6,134,0,0,1,Spring,0.2639,AT_RISK,0
PRJ04653,Roads & Highways,Ajmer,Bharat Construction,197.32,211,283,56,37,73,2,1,0,Monsoon,0.4032,AT_RISK,0
PRJ04654,Sanitation & Drainage,Ahmedabad,Urban Dev Ltd,68.47,530,591,29,34,128,1,0,0,Winter,0.3436,AT_RISK,0
PRJ04655,Water Supply,Gaya,Urban Dev Ltd,119.44,357,518,6,198,29,3,0,0,Winter,0.8992,SEVERELY_DELAYED,1
PRJ04656,Transport,Durgapur,Prime Infra Group,48.75,711,876,50,86,22,3,0,1,Winter,0.9208,SEVERELY_DELAYED,1
PRJ04657,Sanitation & Drainage,Ujjain,Prime Infra Group,439.43,260,412,25,148,113,3,0,1,Winter,0.8479,SEVERELY_DELAYED,1
PRJ04658,Public Safety,Hyderabad,GovTech Solutions,197.86,342,342,61,16,28,4,0,0,Spring,0.1341,ON_TRACK,0
PRJ04659,Sanitation & Drainage,Agra,ABC Infra Pvt Ltd,77.94,617,797,15,149,27,4,1,1,Spring,1.0,SEVERELY_DELAYED,1
PRJ04660,Parks & Recreation,Karimnagar,ABC Infra Pvt Ltd,468.66,473,565,74,177,135,2,0,1,Spring,0.5138,DELAYED,1
PRJ04661,Public Safety,Gwalior,SmartCity Builders,177.92,663,843,96,148,24,4,1,1,Winter,1.0,SEVERELY_DELAYED,1
PRJ04662,Transport,Durgapur,SmartCity Builders,370.45,171,262,25,96,75,2,1,0,Summer,0.5102,DELAYED,1
PRJ04663,Education,Chennai North,Rajdhani Works,369.11,231,281,87,64,44,2,0,1,Summer,0.2804,AT_RISK,0
PRJ04664,Sanitation & Drainage,Howrah,Bharat Construction,248.98,510,510,97,69,74,1,0,0,Summer,0.167,ON_TRACK,0
PRJ04665,Water Supply,Darbhanga,GovTech Solutions,66.03,691,853,13,183,127,1,0,0,Winter,0.9003,SEVERELY_DELAYED,1
PRJ04666,Healthcare,Chennai South,Rajdhani Works,52.43,364,506,12,8,50,4,1,0,Monsoon,0.789,SEVERELY_DELAYED,1
PRJ04667,Housing,Hyderabad,ABC Infra Pvt Ltd,117.96,515,658,12,6,81,2,0,1,Monsoon,0.7951,SEVERELY_DELAYED,1
PRJ04668,Water Supply,Mangaluru,Urban Dev Ltd,366.07,718,789,90,75,62,0,1,0,Spring,0.3966,AT_RISK,0
PRJ04669,Transport,Varanasi,National Build Corp,115.5,230,357,97,89,71,3,0,1,Spring,0.7101,SEVERELY_DELAYED,1
PRJ04670,Education,Mangaluru,Bharat Construction,162.16,140,261,62,105,144,4,0,0,Monsoon,0.6725,DELAYED,1
PRJ04671,Roads & Highways,Kolkata North,Horizon Projects,285.02,690,800,75,185,70,2,0,0,Monsoon,0.6157,DELAYED,1
PRJ04672,Housing,Tiruchirappalli,Urban Dev Ltd,59.69,600,718,53,146,30,4,0,1,Spring,0.6558,DELAYED,1
PRJ04673,Sanitation & Drainage,Karimnagar,Prime Infra Group,53.84,339,402,41,63,112,2,0,0,Monsoon,0.3536,AT_RISK,0
PRJ04674,Healthcare,Rajkot,SmartCity Builders,393.45,454,579,59,177,79,3,0,1,Summer,0.6961,DELAYED,1
PRJ04675,Water Supply,Howrah,ABC Infra Pvt Ltd,136.72,261,427,57,174,10,3,0,1,Winter,0.9276,SEVERELY_DELAYED,1
PRJ04676,Public Safety,Mumbai Suburban,GovTech Solutions,350.55,525,665,0,106,100,1,0,0,Spring,0.7826,SEVERELY_DELAYED,1
PRJ04677,Water Supply,Siliguri,Horizon Projects,428.2,708,851,87,99,120,1,1,1,Winter,0.7985,SEVERELY_DELAYED,1
PRJ04678,Sanitation & Drainage,Darbhanga,ABC Infra Pvt Ltd,44.99,470,650,21,156,55,0,0,1,Winter,1.0,SEVERELY_DELAYED,1
PRJ04679,Public Safety,Jaipur,Rajdhani Works,371.82,601,779,49,176,71,3,1,0,Winter,0.9903,SEVERELY_DELAYED,1
PRJ04680,Water Supply,Bikaner,GovTech Solutions,172.59,153,291,57,85,88,0,1,1,Winter,0.7676,SEVERELY_DELAYED,1
PRJ04681,Water Supply,Howrah,National Build Corp,353.15,584,631,93,69,17,1,1,0,Winter,0.2638,AT_RISK,0
PRJ04682,Electricity,Ahmedabad,Urban Dev Ltd,173.17,458,582,75,161,19,4,1,0,Winter,0.6897,DELAYED,1
